name,host_name,neighbourhood_group,room_type,price_per_minimum_night,review_rate_per_month
A Piece of mind in the city,Antrice,Bronx,Entire home/apt,35.0,2.52
Williamsburg Brooklyn Apartment - Modern & Chill,Catherine,Brooklyn,Private room,45.0,0.08
Williamsburg Retreat - 2 Floors & private backyard,David,Brooklyn,Entire home/apt,140.0,18.81
Cozy room in Financial District!,Laura,Manhattan,Private room,6.428571428571429,0.44999999999999996
Contemporary 3 Bedroom in Maspeth Queens,Lee,Queens,Entire home/apt,122.5,445.47
Beautiful & spacious room 15 mins to Manhattan,Merisa,Brooklyn,Private room,3.5714285714285716,0.05
Dreamy Brooklyn Studio in Prospect Heights with AC,Andrea,Brooklyn,Entire home/apt,62.5,10.219999999999999
"Artist Flat, 5 min walk to Metro 30 mins from JFK",Shirley,Brooklyn,Entire home/apt,47.5,87.33
Kensington charmer,Jennifer,Brooklyn,Entire home/apt,75.0,5.4
Bright Studio Alcove in Prime East Williamsburg,Brittney,Brooklyn,Entire home/apt,50.0,21.6
East Village apartment - available for December,Elsa,Manhattan,Entire home/apt,5.0,0.44999999999999996
Sunny Escape in Victorian Beverley Square West,Jeff,Brooklyn,Private room,105.0,288.35
"Huge Room, Modern Unit in Carroll Gardens",Josh,Brooklyn,Private room,11.8,0.05
Private Room in Spacious Chelsea Loft,John,Manhattan,Private room,14.142857142857142,19.38
Quiet Park Slope Sanctuary,Charlotte,Brooklyn,Entire home/apt,38.333333333333336,0.22
Bushwick private 10 foot ceiling dwelling,Lakisha,Brooklyn,Private room,26.5,19.57
"Safe, Comfortable and Convenient",Amy,Queens,Private room,22.5,3.2
"Cosy space,  30 min to Manhattan 15 Barclay Center",Dadrine,Brooklyn,Private room,11.428571428571429,0.36
Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,Lauren,Brooklyn,Shared room,14.333333333333334,59.52
"Large, sunny oasis in Manhattan",Stacey-Ann,Manhattan,Entire home/apt,137.5,0.22
Charming & Cozy 1BR in Park Slope w/Outdoor Space,Aj,Brooklyn,Entire home/apt,66.66666666666667,72.09
Cozy Central Park West Brownstone,Emily,Manhattan,Entire home/apt,32.0,0.2
Sunny + Spacious Master Bedroom with Outdoor Deck,Noah,Brooklyn,Private room,21.666666666666668,0.38
Warm and cosy apartment in the heart of New York,Julien,Manhattan,Entire home/apt,25.714285714285715,0.22
Sky Cabin in Hell’s Kitchen! Steps to Times Square,Patrick,Manhattan,Private room,125.0,159.0
Artsy and charming retreat in Lefferts Garden,Katie,Brooklyn,Private room,95.0,126.24
Charming alcove studio in PRIME location!!,Ashley,Manhattan,Entire home/apt,37.5,0.05
Private Bedroom in Modern CondoTriplex,Taylor,Brooklyn,Private room,85.0,51.84
One bedroom in the Village,Shachar,Manhattan,Entire home/apt,27.142857142857142,0.05
Amazing Quite & Cozy Room with Private Backyard!,Matan,Brooklyn,Private room,61.0,31.75
Perfect apartment for 2 (in Manhattan),Nompakamiso,Manhattan,Entire home/apt,26.0,1.98
Gorgeous loft by the Flatiron building,Hugo,Manhattan,Entire home/apt,36.0,0.88
Bright Private Room in Brooklyn,Heeran,Queens,Private room,30.0,332.09999999999997
Modern Touch.,Tara,Queens,Entire home/apt,100.0,23.400000000000002
"Designer's private BR/Studio
+common kitch/bath",Antonio,Brooklyn,Private room,21.666666666666668,0.06
Lincoln Center Studio,Christopher,Manhattan,Entire home/apt,1066.0,0.4
"Clean, Comfy and Central Midtown Haven!",Sasha,Manhattan,Entire home/apt,100.0,45.82
"Trendy, Chill & Comfy in Manhattan NYC",Kelsy,Manhattan,Entire home/apt,43.333333333333336,34.0
East village apartment,Thomas,Manhattan,Private room,23.333333333333332,3.2
Studio In A New Building in Bedstuy,Heini,Brooklyn,Entire home/apt,13.571428571428571,0.84
Experiencing NYC with Comforts of Home,Felix,Brooklyn,Entire home/apt,133.33333333333334,93.24000000000001
Perfect Manhattan Studio Apartment - Quiet Street,Chelsea,Manhattan,Entire home/apt,50.0,4.32
"Sunny modern loft studio, amazing Manhattan views",Melissa,Brooklyn,Entire home/apt,57.5,14.62
Bright Brooklyn Apartment,Thiru,Brooklyn,Entire home/apt,16.0,0.05
BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!,Alex,Manhattan,Entire home/apt,115.0,193.37
*Spacious NYC gem* Direct train to central sights!,Agnes,Manhattan,Entire home/apt,110.0,374.00000000000006
Spacious private apartment by Columbia University,Stephanie,Manhattan,Entire home/apt,75.0,27.139999999999997
Suite Too at Bryant Manor,Kevin,Manhattan,Entire home/apt,132.5,217.1
Williamsburg Private Room in 4 BR Apt off L train,Leah,Brooklyn,Private room,6.0,0.88
136 Apt 3,Jonathan,Manhattan,Entire home/apt,6.333333333333333,1.35
1 bedroom apartment in super central location,Nicky,Manhattan,Entire home/apt,21.666666666666668,3.28
"Cozy, bright and spacious 3BR apartment - Brooklyn",Mariana,Brooklyn,Entire home/apt,33.0,0.88
Large Private Bedroom in Brooklyn (Bed-Stuy),Chahine,Brooklyn,Private room,51.0,0.05
Luxurious sunny loft in the heart of Williamsburg,V,Brooklyn,Entire home/apt,100.0,20.8
"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",Numi,Brooklyn,Entire home/apt,129.5,32.5
Bright charming 2 bedroom in the heart of the LES,Nicole,Manhattan,Entire home/apt,125.0,1.25
"Private room in bright, charming LES apartment",Nicole,Manhattan,Private room,71.0,1.55
Brand-new Luxury apt. Stunning views by Penn st.,Danish,Manhattan,Private room,77.5,2.52
West Village Penthouse Studio,Steven,Manhattan,Entire home/apt,33.75,79.16999999999999
Kingsize bedroom in Harlem brownstone,Judie And Steven,Manhattan,Private room,89.0,559.65
Bogro.,Jon,Brooklyn,Private room,37.5,0.06
Cozy Room for Rent in South Slope,Francesca,Brooklyn,Private room,25.0,100.76
Affordable & Sunny Bungalow in Prime Williamsburg,Rebecca,Brooklyn,Private room,35.0,13.6
Maple Place,Hongye,Queens,Private room,68.0,233.64000000000001
Spacious room with private entrance.,Kaya,Brooklyn,Private room,80.0,0.05
1 bedroom at 190 east 7th street. Doorman,Curtis,Manhattan,Private room,200.0,0.2
"Charming, Cozy Apartment in the Heart of Bushwick!",Leslie,Brooklyn,Entire home/apt,13.666666666666666,0.05
Manhattan Luxury & Cozy Studio,Arianne,Manhattan,Entire home/apt,200.0,8.71
Quiet 1-2br Apartment in the heart of Little Italy,Sheba,Manhattan,Entire home/apt,160.0,24.64
Cozy private room in Artists' House in Bushwick.,Karina,Brooklyn,Private room,55.0,0.2
Prospect Heights Room,Karina,Brooklyn,Private room,60.0,9.94
Sleep on a Casper in the heart of Greenpoint,Taeho,Brooklyn,Entire home/apt,67.5,2.52
1 Bedroom modern apartment in the heart of Astoria,Ioanna,Queens,Entire home/apt,15.833333333333334,0.2
Beautifully Lit True Brooklyn Loft,Natasha,Brooklyn,Entire home/apt,175.0,13.12
Gorgeous Home with Private Terrace: Union Square!,Justine,Manhattan,Entire home/apt,61.25,7.4399999999999995
Comfy Apt in NYC Brownstone,Joyce,Manhattan,Entire home/apt,50.0,174.98999999999998
Spacious 2-bedroom Apt in Heart of Greenpoint,Vishanti & Jeremy,Brooklyn,Entire home/apt,10.0,439.89000000000004
Manhattan - Private Room - 1 mn Subway/Metro,Lucile,Manhattan,Private room,69.0,308.0
A Suite Stay,Tara,Manhattan,Entire home/apt,83.33333333333333,200.26
"Cozy jewel in Hamilton Heights!
Bedroom with bath",Sharon,Manhattan,Private room,88.0,0.44999999999999996
"Central Park, Columbus Circle, Time Warner O MY!",Kenneth,Manhattan,Private room,200.0,0.05
Prime location: abundant stores & transportation!,Shirley,Brooklyn,Entire home/apt,80.0,149.99
Lower East Side Studio Escape #4,Karen,Manhattan,Entire home/apt,5.0,0.1
MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE,Wene,Brooklyn,Entire home/apt,93.33333333333333,0.44
Cruelty-free in Bushwick w/ backyard.,Chad Michael,Brooklyn,Entire home/apt,13.0,90.72
Huge Bright Designer Loft in Red Hook Brooklyn,Ken,Brooklyn,Entire home/apt,15.0,0.2
New & LEGAL 3BRs/2Bath/Parking near Subway & JFK,Alexandra,Brooklyn,Entire home/apt,39.75,128.5
Beautiful midtown apartment,Stanley,Manhattan,Entire home/apt,5.0,0.63
2 Bedroom in the perfect location,Annie,Manhattan,Entire home/apt,50.0,0.5700000000000001
Huge Dumbo Loft,Jon,Brooklyn,Entire home/apt,3.3333333333333335,0.24
WeLive Wall Street -- 4 Bedroom,WeWork,Manhattan,Entire home/apt,425.0,848.36
Spacious Garden Apt in Clinton Hill/Ft Greene,Mary,Brooklyn,Entire home/apt,38.333333333333336,0.84
One decent room in Upper West Side Manhattan!,Amon,Manhattan,Private room,50.0,9.94
Big room in Grand Central,Angelica,Manhattan,Private room,31.0,0.05
CASA EVOL,Lisa,Manhattan,Entire home/apt,53.333333333333336,138.32
"Large, sunny & modern Union Square 1-bedroom",Tina,Manhattan,Entire home/apt,52.5,1.56
NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT,Alejandro,Manhattan,Entire home/apt,83.33333333333333,169.29000000000002
WeLive Wall Street -- 2  Bedroom,WeWork,Manhattan,Private room,225.0,91.56
Private 1 bedroom 15 minutes from Manhattan,Claudia,Queens,Private room,13.333333333333334,0.05
WeLive Wall Street -- Studio Apartment,WeWork,Manhattan,Entire home/apt,215.0,1200.8
Large Room for 2 people queen size bed,Cedar,Manhattan,Private room,90.0,0.2
The Gray Room,Anjelica,Manhattan,Entire home/apt,56.666666666666664,36.4
"Quirky, bright 1bed apartment in historic Brooklyn",Kaity,Brooklyn,Entire home/apt,16.0,0.05
Cozy apt near Bloomingdales and Central Park.,Yngridd,Manhattan,Entire home/apt,200.0,310.31
HUGE Bedroom in Brooklyn Off Lorimer J/M/Z & L,Joshua,Brooklyn,Private room,21.5,1.8599999999999999
Gorgeous 1 BR in heart of Prospect Heights!,Nicholas,Brooklyn,Entire home/apt,100.0,197.03
Humongous Crown Heights Prvt Room in spacious 2brm,Karanja,Brooklyn,Private room,1.8333333333333333,0.1
Beautiful Healthy Home in Ditmas Park,Vanessa,Brooklyn,Private room,27.5,0.48
Bright studio size room in the East Village,Cindy,Manhattan,Private room,95.0,0.48
"Large, sunny room in heart of South Williamsburg",Ana,Brooklyn,Private room,6.0,0.05
Iconic NYC Brownstone Apartment on Upper East Side,Lauren,Manhattan,Entire home/apt,25.0,8.84
Great Apartment In Prospect Lefferts Garden,Andre,Brooklyn,Private room,80.0,43.79
Executive Museum 1 BR Elevator Best Location,Corporate Housing,Manhattan,Entire home/apt,4.433333333333334,3.44
Adorable midtown studio,Stanley,Manhattan,Entire home/apt,5.0,0.28
Private Bedroom in West Village/Chelsea,Dante,Manhattan,Private room,4.0,4.72
Sunny cabin in the heart of North Brooklyn,Laura,Brooklyn,Entire home/apt,60.0,0.05
Cute and Convenient WB Apt,Thomas,Brooklyn,Private room,25.0,40.879999999999995
Duplex Garden Getaway in Park Slope Brooklyn,Christopher,Brooklyn,Entire home/apt,125.0,12.0
Gorgeous big private room/Brooklyn,Camila,Brooklyn,Private room,14.0,8.040000000000001
Cozy and affordable room,Rawad,Manhattan,Private room,5.714285714285714,0.05
Private Williamsburg apartment,Besnik,Brooklyn,Entire home/apt,79.0,1439.76
Private Garden | Upper West Side Manhattan 1BR,Amelia,Manhattan,Entire home/apt,40.0,0.48
1BR in beautiful Park Slope,Nickelous,Brooklyn,Entire home/apt,19.857142857142858,0.05
~House of Rest~Private Entrance in Bushwick BK,Oh,Brooklyn,Private room,33.0,124.80000000000001
One room.,Musieka,Bronx,Private room,20.0,20.91
2-bedroom South Williamsburg apartment,Mark,Brooklyn,Entire home/apt,25.0,0.84
Spacious room in a cozy apartment .....,Lizzie,Brooklyn,Private room,16.666666666666668,0.42
2BR in the Heart of Downtown Brooklyn - Near ALL,Angelo,Brooklyn,Entire home/apt,61.666666666666664,16.38
Spacious and bright private bedroom in LES,Tom,Manhattan,Private room,80.0,0.2
Minimalist Union Square Studio Apartment,Jared,Manhattan,Private room,16.0,0.88
Beautiful 1 bd apartment in the heart of Brooklyn.,Milana,Brooklyn,Entire home/apt,119.0,19.38
Alluring Two- Bedroom in Highland Park,Mondell,Brooklyn,Entire home/apt,51.666666666666664,218.24
house on the hill with free parking in NYC!,Spiritchild,Staten Island,Private room,50.0,300.3
Beautiful bedroom + private bathroom in Bed-Stuy,Sergii,Brooklyn,Private room,1.2666666666666666,0.84
Spacious and homey 1 br w garden near subway,Dani,Brooklyn,Entire home/apt,16.0,0.22
Queen Bed Studio In Gowanus Boutique,Melissa,Brooklyn,Private room,119.0,9.94
Design Furnished Queen Studio Room in Gowanus,Melissa,Brooklyn,Private room,119.0,20.4
Boutique Hotel Queen Room in Gowanus,Melissa,Brooklyn,Private room,119.0,6.27
Brooklyn Factory Loft Building Queen Studio Room,Melissa,Brooklyn,Private room,119.0,18.43
Furnished spacious  NYC studio,Stanley,Manhattan,Entire home/apt,6.5,0.09
Gowanus Boutique Inn & Yard Queen Room,Melissa,Brooklyn,Private room,119.0,34.32
"Modern, Spacious One Bedroom - Columbus Circle",Gary,Manhattan,Entire home/apt,28.571428571428573,0.2
Nice view apartment,Dan Hua,Queens,Entire home/apt,71.5,0.44999999999999996
One nice room on the Roosevelt Island; 罗岛一间卧室出租,Lily,Manhattan,Private room,1.8,69.92999999999999
"2 bedroom apt (5ppl), 1 minute from Times Square!","Yumi, Chizu",Manhattan,Entire home/apt,116.66666666666667,10.36
"Cooled Queens Apartment, NY. LGA Airport 5 min.",Adeel,Queens,Entire home/apt,99.0,708.0
Private room in East Village(Female guest only),Reese,Manhattan,Private room,32.5,1.8599999999999999
PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!,Marc,Manhattan,Entire home/apt,28.333333333333332,40.6
Exceptional Comfort and Location!,Johny,Brooklyn,Entire home/apt,53.333333333333336,52.48
Soho 2 Bedroom Private Terrace,Patricia,Manhattan,Entire home/apt,100.0,89.46
Cozy room in Manhattan,Laurence,Manhattan,Private room,85.0,0.84
Bright & Colorful Studio 1 Block From Central Park,Tina,Manhattan,Entire home/apt,44.5,143.0
Sunny Minimal Bushwick: longterms encouraged!,Dewey,Brooklyn,Private room,7.8,4.140000000000001
"Spacious, bright and beautiful 2 Br apartment.",Fabiana,Brooklyn,Entire home/apt,50.0,129.85
Spacious Private Room in Ditmas Park,Emilyn,Brooklyn,Private room,18.5,0.48
"Luxury Studio Apt in Williamsburg, 24 hr Doorman",Jamiel,Brooklyn,Entire home/apt,75.0,11.4
"Charming 1 bedroom apartment, Williamsburg BK",Maria,Brooklyn,Entire home/apt,1.4166666666666667,1.92
Private basement studio in Greenpoint,Rebecca,Brooklyn,Entire home/apt,49.5,8.52
Greenpoint getaway,Trent,Brooklyn,Entire home/apt,100.0,0.22
Bright & Large Brownstone Beauty mins away frm NYC,Nancy,Brooklyn,Entire home/apt,55.0,70.3
Entire 2 bedroom top floor in Clinton Hill,Rocio,Brooklyn,Entire home/apt,3.5714285714285716,0.22
Spacious 2 bedroom in heart of Williamsburg!,Jordan,Brooklyn,Entire home/apt,43.333333333333336,0.24
Manhattan cocoon @ spacious NEW renovated apt,Lucas,Manhattan,Private room,3.8461538461538463,134.13
Spacious 1-bedroom flat in LES,Stavros,Manhattan,Entire home/apt,32.5,0.2
Experience NYC living on the Upper East Side,Naomi,Manhattan,Entire home/apt,83.33333333333333,0.2
The Tree House,Erik,Brooklyn,Entire home/apt,45.0,3.36
"Sunny, Convenient, and Clean Apartment to Yourself",WeiWei,Brooklyn,Entire home/apt,110.0,0.84
Private Room on Roosevelt Island,Xizi,Manhattan,Private room,5.714285714285714,0.06
LGA Newly Renovated One Bedroom Apt.1,Haijiao,Queens,Entire home/apt,100.0,2009.7
10 mins/Airports JFK/LGA/Hosp/malls bus/train#2,Seeranie,Queens,Private room,35.0,168.0
BRIGHT & AIRY,Fifi,Manhattan,Private room,42.5,294.75
Bed-Stuy modern one bedroom plus private bathroom,Sergii,Brooklyn,Private room,1.6666666666666667,0.8
Beautiful Art Deco Master Bedroom in Astoria NY,Melanie,Queens,Private room,50.0,1.8599999999999999
Shineroom,Rasul,Queens,Private room,7.6,61.88
Big loft in Williamsburg,Rafael,Brooklyn,Private room,8.125,0.05
Sunny and Spacious 3 Bedroom near Central Park,Christopher,Manhattan,Entire home/apt,83.33333333333333,17.46
Industrial Queen Studio Room In Gowanus Inn,Melissa,Brooklyn,Private room,129.0,8.71
Gowanus-Park Slope- Queen Studio Room,Melissa,Brooklyn,Private room,129.0,51.84
Spacious private room in artsy Bushwick Brooklyn,John,Brooklyn,Private room,13.666666666666666,15.81
Sunny and Spacious Bedroom w/ Private Bathroom,Agus,Brooklyn,Private room,21.666666666666668,116.09
Park Slope-Gowanus Boutique Queen Studio,Melissa,Brooklyn,Private room,129.0,4.140000000000001
Queen Studio In Park Slope - Gowanus Inn & Yard,Melissa,Brooklyn,Private room,129.0,40.32
Convenient x Cozy Carroll Street Stay,Emily,Brooklyn,Private room,35.0,0.05
Cute studio in Midtown Manhattan,Stanley,Manhattan,Entire home/apt,5.0,0.6
SoHo: Light-filled and tasteful,Bridget,Manhattan,Private room,89.0,0.44999999999999996
"Cozy Bedroom, Walking Distance from Central Park",Natalie,Manhattan,Private room,50.0,0.05
Super clean / centrally located extra large studio,Lee,Manhattan,Entire home/apt,43.75,9.48
Tiny (but comfy!) Private room Manhattan,Charles,Manhattan,Private room,20.0,23.1
"Designers' Brooklyn Loft – 2 bed, 2 bath",Noemie,Brooklyn,Entire home/apt,50.0,0.39
Skylight Living in NYC,BonnieAnn,Manhattan,Entire home/apt,137.5,2.6
Elegant Apartment with Spectacular views.,Marc,Manhattan,Shared room,185.0,0.22
LGA Newly Renovated Apt.2,Haijiao,Queens,Entire home/apt,120.0,713.9
"Charming 1BR - King Bed, Full Kitchen, Laundry",Degelis,Manhattan,Entire home/apt,55.0,7.15
Cozy Room Near Express Train to Manhattan,Justin,Brooklyn,Private room,16.666666666666668,1.92
Infinite Bliss,Melissa,Queens,Private room,30.0,11.55
NYC master room with independent restroom for 2,诗月,Manhattan,Private room,10.0,0.08
"Warm & Cozy Haven, 6 min. to N/W, 20 to Manhattan!",Bridget,Queens,Private room,300.0,1.35
AMAZING STUDIO IN CHELSEA (up to 4) Special price!,Paulina,Manhattan,Entire home/apt,200.0,2.59
Big Bedroom w/ Bathroom - Bushwick Luxury Building,Michael,Brooklyn,Private room,8.571428571428571,294.52
Ideal Stay in NYC! ☆☆☆☆☆,Ryan,Queens,Entire home/apt,41.666666666666664,5.4
Older Victorian front 1st floor D train corner,Ms. Edith,Brooklyn,Private room,16.666666666666668,0.28
COZY & CLEAN ROOM IN ASTORIA 15 MIN TO MANHATTAN.,Hasan,Queens,Private room,37.5,0.05
Natural Light Filled Apartment with lots of space,Josh,Manhattan,Entire home/apt,21.428571428571427,0.88
Historic Upper East Side Apartment,Elaine,Manhattan,Entire home/apt,50.0,0.05
3 Bedroom Prime Park Slope 6th Ave/Barclays Center,Josh,Brooklyn,Entire home/apt,99.5,105.3
Huge private room in Williamsburg,Celine,Brooklyn,Private room,35.0,0.6000000000000001
Brooklyn Studio Tower!,Gilana,Brooklyn,Entire home/apt,7.666666666666667,2.66
"Bright, Spacious 3 BR Duplex-Great for Families",Helena,Brooklyn,Entire home/apt,83.33333333333333,0.05
Pretty two-bed pre-war apartment in Brooklyn,Kimberly,Brooklyn,Entire home/apt,71.0,1.25
Cozy Room in Bushwick.,Mo,Brooklyn,Private room,2.2333333333333334,0.48
Spacious Room for Rent!,Nora,Manhattan,Private room,40.0,0.2
Wyndham Midtown 45 at New York City - Studio,Russ,Manhattan,Entire home/apt,116.66666666666667,0.05
Havemeyer mini Duplex in central Williamsburg,Patrick,Brooklyn,Entire home/apt,80.0,193.51999999999998
Great One Bedroom Apartment - 20 mins from NYC,Amado,Brooklyn,Entire home/apt,149.0,395.9
Brand New 2 Bedroom 2 Bath Downtown Gem,Brad,Manhattan,Entire home/apt,850.0,13.28
"Private Rm; JFK(10mins), LGA(15mins), Manh(30mins)",Vic,Queens,Private room,75.0,32.5
Wyndham Midtown 45 at NYC - 2 Bedroom Presidential,Russ,Manhattan,Entire home/apt,400.0,0.05
Big bedroom at the heart of Manhattan,Tomislav,Manhattan,Private room,47.5,535.0
Bushwick Loft On Trainline,Jonathan,Brooklyn,Entire home/apt,21.25,1.4000000000000001
Luxury Studio Apartment right by Central Park!!!,Taylor,Manhattan,Shared room,130.0,0.05
"Perfect, Private Garden Apartment (Prime Brooklyn)",Andrew,Brooklyn,Entire home/apt,29.8,166.64999999999998
Serene 2 bed w/ private backyard - flatbush ditmas,Bess,Brooklyn,Entire home/apt,31.666666666666668,0.2
Luxury Skyline Views! Best Panaromic Views Of NYC.,Sofia,Manhattan,Entire home/apt,425.0,10.64
Private & Comfortable Room in a quiet neighborhood,Ervita,Brooklyn,Private room,30.0,122.39999999999999
Bedroom in Beautiful House with Sunny Porch,Helen,Queens,Private room,32.5,5.2
Upper west studio next to Central Park,Dova,Manhattan,Entire home/apt,15.0,0.05
Large 3 Bedroom Apartment in Hell's Kitchen,Joaquin,Manhattan,Entire home/apt,65.83333333333333,0.05
Beautiful 3 bedroom Brownstone in Boerum Hill,Anne,Brooklyn,Entire home/apt,183.33333333333334,2.52
BROOKLYN Sunny queen size bedroom in amazing apartment.,Magdalena,Brooklyn,Private room,16.666666666666668,0.2
Large midtown 1 bed apartment with views,Charlie,Manhattan,Entire home/apt,32.0,1.35
Comfy Renovated Basement Apartment Near JFK,Anna,Queens,Entire home/apt,51.0,0.84
*LUSH SPACIOUS WEST VILLAGE LOFT*,Bec,Manhattan,Entire home/apt,31.428571428571427,0.48
Beautiful bed bed room,Shirley,Queens,Private room,11.25,24.36
Old World Charm in the Heart of Brooklyn R2,Tina,Brooklyn,Private room,19.75,7.4399999999999995
Upper West Side Brownstone Duplex by Central Park,Andy,Manhattan,Private room,27.5,11.34
Cozy and quiet private room,Nina,Brooklyn,Private room,9.0,0.05
Gorgeous Apt In Central Manhattan,Dean,Manhattan,Entire home/apt,50.0,0.2
Touchdown and Explore NYC! Sunlit 2 Bedroom,Giulia,Brooklyn,Entire home/apt,3.433333333333333,150.4
"Studio Queen Room In Gowanus Inn, Brooklyn",Melissa,Brooklyn,Private room,139.0,1.8599999999999999
Beautiful Huge Newly-Renovated Apt Great location.,Nguyen,Bronx,Private room,69.0,52.699999999999996
"Cozy Lofted Room in Williamsburg, Brooklyn",Lacy,Brooklyn,Private room,8.571428571428571,0.22
Luxury 1B1B Apt with City View @ Columbia U,Yuanwen,Manhattan,Entire home/apt,50.0,0.05
$850 up to 3 month female only,Laurene,Brooklyn,Private room,1.0333333333333334,2.52
"Cozy private room w/private bath, Hell's Kitchen",Corin,Manhattan,Private room,50.0,1.3
4BR 2 Bath Williamsburg Apt with Private Roof,Chandler,Brooklyn,Entire home/apt,325.0,0.16
Big Studio at Grand Central Station area.,Jose,Manhattan,Entire home/apt,70.0,23.310000000000002
Bright NYC Flat with Manhattan Views,Kathryn,Bronx,Private room,16.333333333333332,181.72
ROOM IN THE HEART OF CROWN HEIGHTS,David,Brooklyn,Private room,10.0,0.22
Apartment in Sunnyside close  to Manhattan.,Angelo,Queens,Entire home/apt,46.666666666666664,0.84
Spacious Private Room in the Heart of Williamsburg,Sharif,Brooklyn,Private room,35.5,48.0
Cozy fully furnished apartment in Bushwick,Peter,Brooklyn,Entire home/apt,30.0,22.599999999999998
Bright artist loft 1BR (top floor) in Cobble Hill,Rebecca,Brooklyn,Entire home/apt,3.0,0.36
Peaceful Bushwick Room with Great Views,Mahayla,Brooklyn,Private room,26.666666666666668,0.2
Seaux Blu Urban Boho Studio,Myah,Brooklyn,Entire home/apt,30.0,77.52
Spacious South Slope Apt in Perfect Location!,Jesse,Brooklyn,Private room,54.5,0.84
Room in the heart of Bushwick,Zoe,Brooklyn,Private room,37.5,1.44
Modern Studio Queen Room In Gowanus Inn,Melissa,Brooklyn,Private room,139.0,5.1
Stylish Queen Bed Room - Gowanus - Park Slope,Melissa,Brooklyn,Private room,139.0,108.3
Designer Condo with Lofted Mezzanine,Troi,Brooklyn,Entire home/apt,175.0,10.64
Cozy Modern Studio,Luis,Brooklyn,Entire home/apt,50.0,193.37
An apartment in the heart of Williamsburg,Alexander,Brooklyn,Private room,60.0,0.2
True Brooklyn Experience Gowanus Inn Queen Bedroom,Melissa,Brooklyn,Private room,139.0,108.55999999999999
Casa Rosada in El Barrio,Adrián,Manhattan,Entire home/apt,53.666666666666664,0.48
SunBathed WestVillage/Greenwich 1 bed apt,Jane,Manhattan,Entire home/apt,122.5,95.34
Luxury Chelsea Condo on the High Line park,Alesia,Manhattan,Entire home/apt,800.0,6.16
Affordable & Cozy Apartment near Prospect Park,Christie,Brooklyn,Entire home/apt,45.0,0.48
Comfy 1 bedroom in the heart of HARLEM,Jamesetta,Manhattan,Private room,17.5,2.59
Old World Charm in the Heart of Brooklyn R1,Tina,Brooklyn,Private room,19.75,38.879999999999995
Spacious 1 Bedroom with Backyard in Williamsburg,Frankie,Brooklyn,Entire home/apt,50.0,0.48
Greenpoint Hideaway,Jeffrey,Brooklyn,Entire home/apt,112.5,0.06
East Harlem Pied A Terre,Kim,Manhattan,Entire home/apt,100.0,91.96
LARGE PRIVATE ROOM BY EVERYTHING MIDTOWN MANHATTAN,Vicente,Manhattan,Private room,130.0,83.2
Newly Renovated Bed-Stuy Brownstone Apartment,Marcia,Brooklyn,Entire home/apt,45.0,91.56
Private newest room in Bushwick.,Sergii,Brooklyn,Private room,1.6666666666666667,0.11
Amazing cozy and warm male room on Manhattan IV,Max,Manhattan,Shared room,2.5,0.75
Amazing private room in East Bushwick,Sergii,Brooklyn,Private room,1.6666666666666667,0.15
Newly private room in best Co-Living,Sergii,Brooklyn,Private room,1.6666666666666667,0.84
Spring in NYC! The perfect spot.,Elizabeth,Manhattan,Entire home/apt,35.714285714285715,1.98
"Bright, 1.5 bedroom apartment in E. Williamsburg",Alexandra,Brooklyn,Entire home/apt,60.0,4.7700000000000005
Designer 2 Bedroom Loft**Greenwich Village**4BEDS*,Mark,Manhattan,Entire home/apt,97.0,106.19999999999999
Luxury Williamsburg 2-Story Apartment w/ Patio,Justin,Brooklyn,Entire home/apt,175.0,25.299999999999997
Brighton Beach Hideaway 5 min walk from the Beach,Adam,Brooklyn,Entire home/apt,99.0,710.19
"Bright, airy, Soho 1 bedroom",Jen,Manhattan,Entire home/apt,10.714285714285714,0.05
Sunny and Spacious Nolita 1BR apartment!,Alana,Manhattan,Entire home/apt,60.0,3.22
Welcome to Brooklyn! Stay in Bed-Stuy!,Kristina,Brooklyn,Private room,20.0,0.48
Modern Bedstuy private bedroom,Su,Brooklyn,Private room,60.0,4.140000000000001
Luxury Modern Apartment by Central Park,Musa,Manhattan,Entire home/apt,33.333333333333336,0.05
SoHo/NoLiTa Perfect Location,Grace,Manhattan,Entire home/apt,137.5,0.05
Brownstone 1 Bedroom Apt in Bushwick,Noel,Brooklyn,Entire home/apt,14.0,0.05
Mid-Century Modern 1 BR with Stunning Views,Rup,Manhattan,Entire home/apt,50.0,1.3800000000000001
ENTIRE 1.5 BR in Greenpoint / Williamsburg,Lauren,Brooklyn,Entire home/apt,22.0,0.51
Beautiful beach house in NYC!,Peter,Queens,Entire home/apt,62.5,86.4
Quiet and Sunny Williamsburg One Bedroom!,Whitney,Brooklyn,Entire home/apt,1.1111111111111112,1.0
Beautiful Private Apartment With Rooftop Access,Alysee,Brooklyn,Entire home/apt,27.5,11.55
Modern Renovation of original Manhattan Townhouse.,David,Manhattan,Entire home/apt,130.0,31.05
